Source line,Signified Entity,Greek,Translation,Epic,Book,Line,Type,Subtype,Relative,Category,Speech,Speaker,MANTO ID,MANTO Link
9748,Helenus,ἄνακτι,,Iliad,13,582,epithet,,,Human Male,Narration,Narrator,,
9750,spear,ὀξυόεντι,,Iliad,13,584,epithet,,,Object,Narration,Narrator,,
9752,Helenus,Πριαμίδης,,Iliad,13,586,epithet,patronym,Priam,Human Male,Narration,Narrator,,
9757,Menelaus,κυδαλίμοιο,,Iliad,13,591,epithet,,,Human Male,Narration,Narrator,,
9759,Menelaus,Ἀτρεΐδης,of Atreus,Iliad,13,593,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
9759,Menelaus,βοὴν ἀγαθὸς,good at the war cry,Iliad,13,593,epithet,,,Human Male,Narration,Narrator,,
9763,spear,μείλινον,,Iliad,13,597,epithet,,,Object,Narration,Narrator,,
9764,Agenor,μεγάθυμος,,Iliad,13,598,epithet,,,Human Male,Narration,Narrator,,
9766,Agenor,ποιμένι λαῶν,,Iliad,13,600,epithet,,,Human Male,Narration,Narrator,,
9769,Menelaus,κυδαλίμοιο,,Iliad,13,601,epithet,,,Human Male,Narration,Narrator,,
9773,Menelaus,Ἀτρεΐδης,of Atreus,Iliad,13,605,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
9774,Menelaus,κυδαλίμοιο,,Iliad,13,606,epithet,,,Human Male,Narration,Narrator,,
9775,spear,χαλκὸν,bronze,Iliad,13,607,epithet,,,Object,Narration,Narrator,,
9778,Menelaus,Ἀτρεΐδης,of Atreus,Iliad,13,610,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
9779,axe,καλὴν,,Iliad,13,611,epithet,,,Object,Narration,Narrator,,
9789,Danaans,ταχυπώλων,,Iliad,13,620,epithet,,,Human Group,Direct,Menelaus,,
9790,Trojans,ὑπερφίαλοι,,Iliad,13,621,descriptor,,,Human Group,Direct,Menelaus,,
9790,Trojans,δεινῆς ἀκόρητοι ἀϋτῆς,,Iliad,13,621,descriptor,,,Human Group,Direct,Menelaus,,
9792,Trojans,κακαὶ κύνες,,Iliad,13,623,descriptor,,,Human Group,Direct,Menelaus,,
9793,Zeus,ἐριβρεμέτεω,,Iliad,13,624,epithet,,,Deity Male,Direct,Menelaus,,
9794,Zeus,ξεινίου,,Iliad,13,625,descriptor,,,Deity Male,Direct,Menelaus,,
9794,Troy,πόλιν αἰπήν,,Iliad,13,625,descriptor,,,Location,Direct,Menelaus,,
9795,Helen,κουριδίην ἄλοχον,,Iliad,13,626,descriptor,,,Human Female,Direct,Menelaus,,
9797,ship,ποντοπόροισι,,Iliad,13,628,epithet,,,Object,Direct,Menelaus,,
9800,Zeus,πάτερ,,Iliad,13,631,descriptor,,,Deity Male,Direct,Menelaus,,
9800,Zeus,σέ φασι περὶ φρένας ἔμμεναι ἄλλων,,Iliad,13,631,descriptor,,,Deity Male,Direct,Menelaus,,
9802,Trojans,ὑβριστῇσι,,Iliad,13,633,descriptor,,,Human Group,Direct,Menelaus,,
9803,Trojans,τῶν μένος αἰὲν ἀτάσθαλον,,Iliad,13,634,descriptor,,,Human Group,Direct,Menelaus,,
9804,Trojans,φυλόπιδος κορέσασθαι ὁμοιΐου πτολέμοιο,,Iliad,13,635,descriptor,,,Human Group,Direct,Menelaus,,
9806,dance,ἀμύμονος,,Iliad,13,637,epithet,,,Object,Direct,Menelaus,,
9808,Trojans,μάχης ἀκόρητοι,,Iliad,13,639,descriptor,,,Human Group,Direct,Menelaus,,
9813,Menelaus,ἀμύμων,,Iliad,13,641,epithet,,,Human Male,Narration,Narrator,,
9816,Harpalion,υἱὸς ἐπᾶλτο Πυλαιμένεος,,Iliad,13,643,epithet,lineage,Pylaemenes,Human Male,Narration,Narrator,,
9816,Pylaemenes,βασιλῆος,,Iliad,13,643,epithet,,,Human Male,Narration,Narrator,,
9817,Pylaemenes,πατρὶ φίλῳ,,Iliad,13,644,descriptor,,,Human Male,Narration,Narrator,,
9819,Menelaus,Ἀτρεΐδαο,of Atreus,Iliad,13,646,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
9822,spear,χαλκῷ,bronze,Iliad,13,649,epithet,,,Object,Narration,Narrator,,
9828,blood,μέλαν,,Iliad,13,655,epithet,,,Object,Narration,Narrator,,
9829,Paphlagonian,μεγαλήτορες,,Iliad,13,656,epithet,,,Human Group,Narration,Narrator,,
9830,Troy,ἱρὴν,,Iliad,13,657,epithet,,,Location,Narration,Narrator,,
9837,Euchenor,Πολυΐδου μάντιος υἱὸς,,Iliad,13,663,epithet,lineage,Polyidus,Human Male,Narration,Narrator,,
9838,Euchenor,ἀφνειός,,Iliad,13,664,descriptor,,,Human Male,Narration,Narrator,,
9838,Euchenor,ἀγαθός,"good, noble",Iliad,13,664,descriptor,,,Human Male,Narration,Narrator,,
9840,Polyidus,γέρων,,Iliad,13,666,descriptor,,,Human Male,Narration,Narrator,,
9840,Polyidus,ἀγαθὸς,"good, noble",Iliad,13,666,descriptor,,,Human Male,Narration,Narrator,,
9845,disease,στυγερήν,,Iliad,13,670,epithet,,,Object,Narration,Narrator,,
9847,disease,στυγερὸς,,Iliad,13,672,epithet,,,Object,Narration,Narrator,,
9852,Hector,Διῒ φίλος,,Iliad,13,674,epithet,,,Human Male,Narration,Narrator,,
9855,Poseidon,γαιήοχος,,Iliad,13,677,epithet,,,Deity Male,Narration,Narrator,,
9855,Poseidon,ἐννοσίγαιος,,Iliad,13,677,epithet,,,Deity Male,Narration,Narrator,,
9864,Ionian,ἑλκεχίτωνες,,Iliad,13,685,epithet,,,Human Group,Narration,Narrator,,
9865,Epeians,φαιδιμόεντες,,Iliad,13,686,epithet,,,Human Group,Narration,Narrator,,
9867,Hector,φλογὶ εἴκελον,,Iliad,13,688,descriptor,,,Human Male,Narration,Narrator,,
9867,Hector,δῖον,,Iliad,13,688,epithet,,,Human Male,Narration,Narrator,,
9869,Menestheus,υἱὸς Πετεῶο,,Iliad,13,690,epithet,lineage,Peteos,Human Male,Narration,Narrator,,
9870,Bias,ἐΰς,,Iliad,13,691,epithet,,,Human Male,Narration,Narrator,,
9871,Meges,Φυλεΐδης,,Iliad,13,692,epithet,patronym,Phyleus,Human Male,Narration,Narrator,,
9872,Podarces,μενεπτόλεμός,,Iliad,13,693,epithet,,,Human Male,Narration,Narrator,,
9873,Medon,νόθος υἱὸς Ὀϊλῆος,,Iliad,13,694,epithet,lineage,Oileus,Human Male,Narration,Narrator,,
9873,Oileus,θείοιο,,Iliad,13,694,epithet,,,Human Male,Narration,Narrator,,
9877,Podarces,Ἰφίκλοιο πάϊς,,Iliad,13,698,epithet,lineage,Iphiclus,Human Male,Narration,Narrator,,
9877,Iphiclus,Φυλακίδαο,,Iliad,13,698,epithet,patronym,Phylacus,Human Male,Narration,Narrator,,
9878,Phthian,μεγαθύμων,,Iliad,13,699,epithet,,,Human Group,Narration,Narrator,,
9880,Lesser Ajax,Ὀϊλῆος ταχὺς υἱὸς,,Iliad,13,701,epithet,patronym,Oileus,Human Male,Narration,Narrator,,
9881,Telamonian Ajax,Τελαμωνίου,of Telamon,Iliad,13,702,epithet,patronym,Telamon,Human Male,Narration,Narrator,,
9882,cow,οἴνοπε,,Iliad,13,703,epithet,,,Animal,Narration,Narrator,,
9882,plough,πηκτὸν,,Iliad,13,703,epithet,,,Object,Narration,Narrator,,
9888,Telamonian Ajax,Τελαμωνιάδῃ,,Iliad,13,709,epithet,patronym,Telamon,Human Male,Narration,Narrator,,
9891,Lesser Ajax,Ὀϊλιάδῃ,,Iliad,13,712,epithet,patronym,Oileus,Human Male,Narration,Narrator,,
9891,Lesser Ajax,μεγαλήτορι,,Iliad,13,712,epithet,,,Human Male,Narration,Narrator,,
9894,shield,εὐκύκλους,,Iliad,13,715,epithet,,,Object,Narration,Narrator,,
9894,spear,μείλινα,,Iliad,13,715,epithet,,,Object,Narration,Narrator,,
9899,Hector,χαλκοκορυστῇ,bronze-armed,Iliad,13,720,epithet,,,Human Male,Narration,Narrator,,
9905,Troy,ἠνεμόεσσαν,,Iliad,13,724,epithet,,,Location,Narration,Narrator,,
9906,Hector,θρασὺν,,Iliad,13,725,epithet,,,Human Male,Narration,Narrator,,
9909,god,θεὸς,,Iliad,13,727,descriptor,,,Deity Male,Direct,Polydamas,,
9912,god,θεὸς,,Iliad,13,730,descriptor,,,Deity Male,Direct,Polydamas,,
9914,Zeus,εὐρύοπα,,Iliad,13,732,epithet,,,Deity Male,Direct,Polydamas,,
9919,Trojans,μεγάθυμοι,,Iliad,13,737,epithet,,,Human Group,Direct,Polydamas,,
9924,ship,πολυκλήϊσι,,Iliad,13,742,epithet,,,Object,Direct,Polydamas,,
9925,god,θεὸς,,Iliad,13,743,descriptor,,,Deity Male,Direct,Polydamas,,
9928,Achilles,ἀνὴρ ἆτος πολέμοιο,,Iliad,13,746,descriptor,,,Human Male,Direct,Polydamas,,
9942,Hector,ὄρεϊ νιφόεντι ἐοικὼς,,Iliad,13,754,descriptor,,,Human Male,Narration,Narrator,,
9944,Polydamas,Πανθοΐδην,,Iliad,13,756,epithet,patronym,Panthous,Human Male,Narration,Narrator,,
9944,Polydamas,ἀγαπήνορα,hospitable; kindly (Murray),Iliad,13,756,epithet,,,Human Male,Narration,Narrator,,
9946,Helenus,βίην,,Iliad,13,758,descriptor,,,Human Male,Narration,Narrator,,
9946,Helenus,ἄνακτος,,Iliad,13,758,epithet,,,Human Male,Narration,Narrator,,
9947,Adamas,Ἀσιάδην,,Iliad,13,759,epithet,patronym,Asius,Human Male,Narration,Narrator,,
9947,Asius,Ὑρτάκου υἱὸν,,Iliad,13,759,epithet,lineage,hyrtacus,Human Male,Narration,Narrator,,
9954,Paris,δῖον,,Iliad,13,766,epithet,,,Human Male,Narration,Narrator,,
9954,Paris,Ἑλένης πόσιν,,Iliad,13,766,descriptor,,,Human Male,Narration,Narrator,,
9954,Helen,ἠϋκόμοιο,,Iliad,13,766,epithet,,,Human Female,Narration,Narrator,,
9958,Paris,εἶδος ἄριστε,,Iliad,13,769,descriptor,,,Human Male,Direct,Hector,,
9958,Paris,γυναιμανὲς,,Iliad,13,769,descriptor,,,Human Male,Direct,Hector,,
9958,Paris,ἠπεροπευτὰ,,Iliad,13,769,descriptor,,,Human Male,Direct,Hector,,
9959,Helenus,βίη,,Iliad,13,770,descriptor,,,Human Male,Direct,Hector,,
9959,Helenus,ἄνακτος,,Iliad,13,770,epithet,,,Human Male,Direct,Hector,,
9960,Adamas,Ἀσιάδης,,Iliad,13,771,epithet,patronym,Asius,Human Male,Narration,Narrator,,
9960,Asius,Ὑρτάκου υἱός,,Iliad,13,771,epithet,lineage,Hyrtacus,Human Male,Direct,Hector,,
9962,Troy,αἰπεινή,,Iliad,13,773,descriptor,,,Location,Direct,Hector,,
9965,Paris,θεοειδής,,Iliad,13,774,epithet,,,Human Male,Narration,Narrator,,
9973,Helenus,βίη,,Iliad,13,781,descriptor,,,Human Male,Direct,Paris,,
9973,Helenus,ἄνακτος,,Iliad,13,781,epithet,,,Human Male,Direct,Paris,,
9975,Zeus,Κρονίων,,Iliad,13,783,epithet,lineage,Kronos,Deity Male,Direct,Paris,,
9983,Paris,ἥρως,,Iliad,13,788,descriptor,,,Human Male,Narration,Narrator,,
9985,Polydamas,ἀμύμονα,,Iliad,13,790,epithet,,,Human Male,Narration,Narrator,,
9986,Polyphetes,ἀντίθεον,,Iliad,13,791,epithet,,,Human Male,Narration,Narrator,,
9987,Morys,υἷʼ Ἱπποτίωνος,,Iliad,13,792,epithet,lineage,Hippotion,Human Male,Narration,Narrator,,
9988,Ascania,ἐριβώλακος,,Iliad,13,793,descriptor,,,Location,Narration,Narrator,,
9991,Zeus,πατρὸς,,Iliad,13,796,descriptor,,,Deity Male,Narration,Narrator,,
9993,sea,κύματα παφλάζοντα,,Iliad,13,798,descriptor,,,Nature,Narration,Narrator,,
9993,sea,πολυφλοίσβοιο,loud-roaring,Iliad,13,798,epithet,,,Nature,Narration,Narrator,,
9996,Trojans,χαλκῷ μαρμαίροντες,,Iliad,13,801,descriptor,,,Human Group,Narration,Narrator,,
9997,Ares,βροτολοιγῷ,,Iliad,13,802,epithet,,,Deity Male,Narration,Narrator,,
9997,Hector,ἶσος Ἄρηϊ,,Iliad,13,802,epithet,,,Human Male,Narration,Narrator,,
9998,Hector,Πριαμίδης,,Iliad,13,803,epithet,patronym,Priam,Human Male,Narration,Narrator,,
10000,helmet,φαεινὴ,shining,Iliad,13,805,epithet,,,Object,Narration,Narrator,,
10006,Hector,δαιμόνιε,,Iliad,13,810,descriptor,,,Human Male,Direct,Telamonian Ajax,,
10011,Troy,ναιομένη πόλις,,Iliad,13,815,descriptor,,,Location,Direct,Telamonian Ajax,,
10014,Zeus,πατρὶ,,Iliad,13,818,descriptor,,,Deity Male,Direct,Telamonian Ajax,,
10014,gods,ἀθανάτοισι,immortal,Iliad,13,818,descriptor,,,Deity Group,Direct,Telamonian Ajax,,
10015,horses,καλλίτριχας,,Iliad,13,819,epithet,,,Animal,Direct,Telamonian Ajax,,
10021,eagle,ὑψιπέτης,high-flying,Iliad,13,822,epithet,,,Animal,Narration,Narrator,,
10022,Hector,φαίδιμος,shining,Iliad,13,823,epithet,,,Human Male,Narration,Narrator,,
10024,Telamonian Ajax,ἁμαρτοεπὲς,,Iliad,13,824,descriptor,,,Human Male,Direct,Hector,,
10024,Telamonian Ajax,βουγάϊε,,Iliad,13,824,descriptor,,,Human Male,Direct,Hector,,
10025,Zeus,αἰγιόχοιο,aegis-bearer,Iliad,13,825,epithet,,,Deity Male,Direct,Hector,,
10026,Hera,πότνια,queen,Iliad,13,826,descriptor,,,Deity Female,Direct,Hector,,
10045,Machaon,Ἀσκληπιάδην,,Iliad,14,2,epithet,patronym,Asclepius,Human Male,Narration,Narrator,,
10047,Machaon,δῖε,,Iliad,14,3,epithet,,,Human Male,Direct,Nestor,,
10049,wine,αἴθοπα,,Iliad,14,5,epithet,,,Object,Direct,Nestor,,
10050,Hecamede,ἐϋπλόκαμος,,Iliad,14,6,epithet,,,Human Female,Direct,Nestor,,
10056,Thrasymedes,ἱπποδάμοιο,,Iliad,14,10,epithet,,,Human Male,Narration,Narrator,,
10061,Trojans,ὑπερθύμους,,Iliad,14,15,epithet,,,Human Group,Narration,Narrator,,
10063,wind,λιγέων,,Iliad,14,17,epithet,,,Nature,Narration,Narrator,,
10066,Nestor,γέρων,,Iliad,14,20,descriptor,,,Human Male,Narration,Narrator,,
10067,Danaans,ταχυπώλων,,Iliad,14,21,epithet,,,Human Group,Narration,Narrator,,
10068,Agamemnon,Ἀτρεΐδην,of Atreus,Iliad,14,22,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
10068,Agamemnon,ποιμένα λαῶν,,Iliad,14,22,epithet,,,Human Male,Narration,Narrator,,
10070,Agamemnon,Ἀτρεΐδην,of Atreus,Iliad,14,24,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
10075,kings,διοτρεφέες,,Iliad,14,27,epithet,lineage,Zeus,Human Group,Narration,Narrator,,
10075,"Diomedes, Odysseus, Agamemnon",βασιλῆες,,Iliad,14,27,descriptor,,,Human Male,Narration,Narrator,,
10076,spear,χαλκῷ,bronze,Iliad,14,28,epithet,,,Object,Narration,Narrator,,
10077,Diomedes,Τυδεΐδης,of Tydeus,Iliad,14,29,epithet,lineage,Tydeus,Human Male,Narration,Narrator,,
10077,Agamemnon,Ἀτρεΐδης,of Atreus,Iliad,14,29,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
10087,Nestor,γεραιὸς,,Iliad,14,39,descriptor,,,Human Male,Narration,Narrator,,
10089,Agamemnon,κρείων,,Iliad,14,41,epithet,,,Human Male,Narration,Narrator,,
10091,Nestor,Νηληϊάδη,,Iliad,14,42,epithet,patronym,Neleus,Human Male,Direct,Agamemnon,,
10091,Nestor,μέγα κῦδος Ἀχαιῶν,,Iliad,14,42,descriptor,,,Human Male,Direct,Agamemnon,,
10092,war,φθισήνορα,,Iliad,14,43,epithet,,,Concept,Direct,Agamemnon,,
10093,Hector,ὄβριμος,,Iliad,14,44,epithet,,,Human Male,Direct,Agamemnon,,
10098,Achaeans,ἐϋκνήμιδες,well-greaved,Iliad,14,49,epithet,,,Human Group,Direct,Agamemnon,,
10103,Nestor,Γερήνιος,,Iliad,14,52,epithet,homeland,Gerenia,Human Male,Narration,Narrator,,
10103,Nestor,ἱππότα,,Iliad,14,52,epithet,,,Human Male,Narration,Narrator,,
10106,Zeus,ὑψιβρεμέτης,high-thundering,Iliad,14,54,epithet,,,Deity Male,Direct,Nestor,,
10109,ship,θοῇσι,,Iliad,14,57,epithet,,,Object,Direct,Nestor,,
10119,Agamemnon,ἄναξ ἀνδρῶν,lord of men,Iliad,14,64,epithet,,,Human Male,Narration,Narrator,,
10125,Zeus,ὑπερμενέϊ,,Iliad,14,69,epithet,,,Deity Male,Direct,Agamemnon,,
10128,gods,μακάρεσσι,,Iliad,14,72,epithet,,,Deity Group,Direct,Agamemnon,,
10132,sea,δῖαν,,Iliad,14,76,epithet,,,Nature,Direct,Agamemnon,,
10134,night,ἀβρότη,immortal,Iliad,14,78,epithet,,,Concept,Direct,Agamemnon,,
10140,Odysseus,πολύμητις,of many wiles,Iliad,14,82,epithet,,,Human Male,Narration,Narrator,,
10142,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,14,83,epithet,patronym,Atreus,Human Male,Direct,Odysseus,,
10143,Agamemnon,οὐλόμενʼ,,Iliad,14,84,descriptor,,,Human Male,Direct,Odysseus,,
10147,Troy,πόλιν εὐρυάγυιαν,,Iliad,14,88,descriptor,,,Location,Direct,Odysseus,,
10152,Agamemnon,σκηπτοῦχός,,Iliad,14,93,descriptor,,,Human Male,Direct,Odysseus,,
10156,ship,ἐϋσσέλμους,,Iliad,14,97,epithet,,,Object,Direct,Odysseus,,
10161,Agamemnon,ὄρχαμε λαῶν,,Iliad,14,102,descriptor,,,Human Male,Direct,Odysseus,,
10165,Agamemnon,ἄναξ ἀνδρῶν,lord of men,Iliad,14,103,epithet,,,Human Male,Narration,Narrator,,
10169,ship,ἐϋσσέλμους,,Iliad,14,106,epithet,,,Object,Direct,Agamemnon,,
10169,sons,υἷας Ἀχαιῶν,,Iliad,14,106,epithet,lineage,Achaeans,Human Group,Direct,Agamemnon,,
10174,Diomedes,βοὴν ἀγαθὸς,good at the war cry,Iliad,14,109,epithet,,,Human Male,Narration,Narrator,,
10179,Tydeus,ἀγαθοῦ,"good, noble",Iliad,14,113,descriptor,,,Human Male,Direct,Diomedes,,
10181,"Agrius, Melas, Oeneus",ἀμύμονες,,Iliad,14,115,epithet,,,Human Male,Direct,Diomedes,,
10182,Calydon,αἰπεινῇ,,Iliad,14,116,descriptor,,,Location,Direct,Diomedes,,
10183,Oeneus,ἱππότα,,Iliad,14,117,epithet,,,Human Male,Direct,Diomedes,,
10184,Oeneus,πατρὸς ἐμοῖο πατήρ,,Iliad,14,118,descriptor,,,Human Male,Direct,Diomedes,,
10184,Oeneus,ἀρετῇ δʼ ἦν ἔξοχος αὐτῶν,,Iliad,14,118,descriptor,,,Human Male,Direct,Diomedes,,
10187,Deipyle,Ἀδρήστοιο δʼ ἔγημε θυγατρῶν,(one of the) daughters of Adrastus,Iliad,14,121,epithet,familial,Tydeus,Human Female,Direct,Diomedes,,
10202,Agamemnon,ἄναξ ἀνδρῶν,lord of men,Iliad,14,134,epithet,,,Human Male,Narration,Narrator,,
10204,Poseidon,κλυτὸς,,Iliad,14,135,epithet,,,Deity Male,Narration,Narrator,,
10204,Poseidon,ἐννοσίγαιος,,Iliad,14,135,epithet,,,Deity Male,Narration,Narrator,,
10206,Agamemnon,Ἀτρεΐδαο,of Atreus,Iliad,14,137,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
10209,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,14,139,epithet,patronym,Atreus,Human Male,Direct,Poseidon-disguised,,
10212,god,θεὸς,,Iliad,14,142,descriptor,,,Deity Male,Direct,Poseidon-disguised,,
10213,gods,μάκαρες,,Iliad,14,143,epithet,,,Deity Group,Direct,Poseidon-disguised,,
10222,Poseidon,κρείων,,Iliad,14,150,epithet,,,Deity Male,Narration,Narrator,,
10222,Poseidon,ἐνοσίχθων,,Iliad,14,150,epithet,,,Deity Male,Narration,Narrator,,
10227,Hera,χήχρυσόθρονοςρην,gold-enthroned,Iliad,14,153,epithet,,,Deity Female,Narration,Narrator,,
10231,Ida,πολυπίδακος,,Iliad,14,157,epithet,,,Location,Narration,Narrator,,
10233,Hera,βοῶπις,,Iliad,14,159,epithet,,,Deity Female,Narration,Narrator,,
10233,Hera,πότνια,queen,Iliad,14,159,descriptor,,,Deity Female,Narration,Narrator,,
10234,Zeus,αἰγιόχοιο,aegis-bearer,Iliad,14,160,epithet,,,Deity Male,Narration,Narrator,,
10240,Hephaestus,φίλος υἱὸς,dear son,Iliad,14,166,descriptor,,,Deity Male,Narration,Narrator,,
10242,god,θεὸς,,Iliad,14,168,descriptor,,,Deity Male,Narration,Narrator,,
10243,door,φαεινάς,,Iliad,14,169,epithet,,,Object,Narration,Narrator,,
10250,lock of hair,φαεινοὺς,shining,Iliad,14,176,epithet,,,Object,Narration,Narrator,,
10258,Hera,δῖα,,Iliad,14,184,epithet,,,Deity Female,Narration,Narrator,,
10258,Hera,θεάων,goddess,Iliad,14,184,descriptor,,,Deity Female,Narration,Narrator,,
10265,Aphrodite,φίλον τέκος,dear child,Iliad,14,190,descriptor,,,Deity Female,Direct,Hera,,
10271,Aphrodite,Διὸς θυγάτηρ,,Iliad,14,193,epithet,lineage,Zeus,Deity Female,Narration,Narrator,,
10273,Hera,πρέσβα,,Iliad,14,194,descriptor,,,Deity Female,Direct,Aphrodite,,
10273,Hera,θεὰ,goddess,Iliad,14,194,descriptor,,,Deity Female,Direct,Aphrodite,,
10273,Hera,θύγατερ μεγάλοιο Κρόνοιο,,Iliad,14,194,epithet,lineage,Kronos,Deity Female,Direct,Aphrodite,,
10278,Hera,πότνια,queen,Iliad,14,197,descriptor,,,Deity Female,Narration,Narrator,,
10281,mortal,θνητοὺς,,Iliad,14,199,epithet,,,Human Group,Direct,Hera,,
10282,earth,πολυφόρβου,,Iliad,14,200,epithet,,,Nature,Direct,Hera,,
10283,Oceanus,θεῶν γένεσιν,,Iliad,14,201,descriptor,,,Deity Male,Direct,Hera,,
10283,Tethys,μητέρα,,Iliad,14,201,descriptor,,,Deity Female,Direct,Hera,,
10285,Zeus,εὐρύοπα,,Iliad,14,203,epithet,,,Deity Male,Direct,Hera,,
10286,sea,ἀτρυγέτοιο,,Iliad,14,204,epithet,,,Nature,Direct,Hera,,
10295,Aphrodite,φιλομειδὴς,laughter-loving,Iliad,14,211,epithet,,,Deity Female,Narration,Narrator,,
10298,Zeus,ἀρίστου,,Iliad,14,213,descriptor,,,Deity Male,Direct,Aphrodite,,
10312,Hera,βοῶπις,,Iliad,14,222,epithet,,,Deity Female,Narration,Narrator,,
10312,Hera,πότνια,queen,Iliad,14,222,descriptor,,,Deity Female,Narration,Narrator,,
10315,Aphrodite,Διὸς θυγάτηρ,,Iliad,14,224,epithet,lineage,Zeus,Deity Female,Narration,Narrator,,
10317,Emathia,ἐρατεινὴν,,Iliad,14,226,epithet,,,Location,Narration,Narrator,,
10318,Thracian,ἱπποπόλων,,Iliad,14,227,epithet,,,Human Group,Narration,Narrator,,
10321,Lemnos,πόλιν θείοιο Θόαντος,,Iliad,14,230,descriptor,,,Location,Narration,Narrator,,
10325,Hypnos,ἄναξ πάντων τε θεῶν πάντων τʼ ἀνθρώπων,,Iliad,14,233,descriptor,,,Deity Male,Direct,Hera,,
10328,eyes,φαεινὼ,shining,Iliad,14,236,epithet,,,Object,Direct,Hera,,
10331,Hephaestus,ἀμφιγυήεις,,Iliad,14,239,epithet,,,Deity Male,Direct,Hera,,
10337,Hypnos,νήδυμος,,Iliad,14,242,epithet,,,Deity Male,Narration,Narrator,,
10339,Hera,πρέσβα,,Iliad,14,243,descriptor,,,Deity Female,Direct,Hypnos,,
10339,Hera,θεὰ,goddess,Iliad,14,243,descriptor,,,Deity Female,Direct,Hypnos,,
10339,Hera,θύγατερ μεγάλοιο Κρόνοιο,,Iliad,14,243,epithet,lineage,Kronos,Deity Female,Direct,Hypnos,,
10340,gods,αἰειγενετάων,,Iliad,14,244,epithet,,,Deity Group,Direct,Hypnos,,
10342,Oceanus,γένεσις πάντεσσι,,Iliad,14,246,descriptor,,,Deity Male,Direct,Hypnos,,
10343,Zeus,Κρονίονος,,Iliad,14,247,epithet,lineage,Kronos,Deity Male,Direct,Hypnos,,
10346,Herakles,κεῖνος,,Iliad,14,250,descriptor,,,Human Male,Direct,Hypnos,,
10346,Herakles,ὑπέρθυμος,,Iliad,14,250,descriptor,,,Human Male,Direct,Hypnos,,
10346,Herakles,Διὸς υἱὸς,,Iliad,14,250,epithet,lineage,Zeus,Human Male,Direct,Hypnos,,
10347,Troy,Τρώων πόλιν,,Iliad,14,251,descriptor,,,Location,Direct,Hypnos,,
10348,Zeus,αἰγιόχοιο,aegis-bearer,Iliad,14,252,epithet,,,Deity Male,Direct,Hypnos,,
10351,Cos,εὖ ναιομένην,,Iliad,14,255,descriptor,,,Location,Direct,Hypnos,,
10355,Nyx,δμήτειρα θεῶν ἐσάωσε καὶ ἀνδρῶν,,Iliad,14,259,descriptor,,,Deity Female,Direct,Hypnos,,
10357,Nyx,θοῇ,,Iliad,14,261,epithet,,,Deity Female,Direct,Hypnos,,
10361,Hera,βοῶπις,,Iliad,14,263,epithet,,,Deity Female,Narration,Narrator,,
10361,Hera,πότνια,queen,Iliad,14,263,descriptor,,,Deity Female,Narration,Narrator,,
10364,Zeus,εὐρύοπα,,Iliad,14,265,epithet,,,Deity Male,Direct,Hera,,
10366,Charites,ὁπλοτεράων,,Iliad,14,267,descriptor,,,Deity Group,Direct,Hera,,
10373,river Styx,ἀάατον,invincible,Iliad,14,271,descriptor,,,Deity Male,Direct,Hypnos,,
10374,earth,πουλυβότειραν,,Iliad,14,272,epithet,,,Nature,Direct,Hypnos,,
10377,Charites,ὁπλοτεράων,,Iliad,14,275,descriptor,,,Deity Group,Direct,Hypnos,,
10381,Hera,θεὰ,goddess,Iliad,14,277,descriptor,,,Deity Female,Narration,Narrator,,
10381,Hera,λευκώλενος,,Iliad,14,277,epithet,,,Deity Female,Narration,Narrator,,
10387,Ida,πολυπίδακα,,Iliad,14,283,epithet,,,Location,Narration,Narrator,,
10387,Ida,μητέρα θηρῶν,,Iliad,14,283,epithet,,,Location,Narration,Narrator,,
10398,Ida,ὑψηλῆς,,Iliad,14,293,descriptor,,,Location,Narration,Narrator,,
10398,Zeus,νεφεληγερέτα,,Iliad,14,293,epithet,,,Deity Male,Narration,Narrator,,
10408,Hera,δολοφρονέουσα,,Iliad,14,300,descriptor,,,Deity Female,Narration,Narrator,,
10408,Hera,πότνια,queen,Iliad,14,300,descriptor,,,Deity Female,Narration,Narrator,,
10410,earth,πολυφόρβου,,Iliad,14,301,epithet,,,Nature,Direct,Hera,,
10411,Oceanus,θεῶν γένεσιν,,Iliad,14,302,descriptor,,,Deity Male,Direct,Hera,,
10411,Tethys,μητέρα,,Iliad,14,302,descriptor,,,Deity Female,Direct,Hera,,
10416,Ida,πολυπίδακος,,Iliad,14,307,epithet,,,Location,Direct,Hera,,
10420,Oceanus,βαθυρρόου,,Iliad,14,311,epithet,,,Deity Male,Direct,Hera,,
10424,Zeus,νεφεληγερέτα,,Iliad,14,312,epithet,,,Deity Male,Narration,Narrator,,
10428,goddess,θεᾶς,goddess,Iliad,14,315,descriptor,,,Deity Female,Direct,Zeus,,
