Source line,Signified Entity,Greek,Translation,Epic,Book,Line,Type,Subtype,Relative,Category,Speech,Speaker,MANTO ID
4162,heroes?,Οὐρανιώνων,,Iliad,5,898,epithet,lineage,Ouranos,,Direct,Zeus,
4171,Ares,θοῦρον,,Iliad,5,904,epithet,,,,Narration,Narrator,
4173,Zeus,Κρονίωνι,,Iliad,5,906,epithet,lineage,Kronos,,Narration,Narrator,
4175,Zeus,μεγάλοιο,,Iliad,5,907,descriptor,,,,Narration,Narrator,
4176,Hera,Ἀργείη,,Iliad,5,908,epithet,,,,Narration,Narrator,
4176,Athena,Ἀλαλκομενηῒς,,Iliad,5,908,epithet,,,,Narration,Narrator,
4177,Ares,βροτολοιγὸν,,Iliad,5,909,epithet,,,,Narration,Narrator,
4184,spear,χαλκήρεα,,Iliad,6,3,epithet,,,,Narration,Narrator,
4187,Telamonian Ajax,Τελαμώνιος,,Iliad,6,5,epithet,,,,Narration,Narrator,
4187,Telamonian Ajax,ἕρκος Ἀχαιῶν,,Iliad,6,5,epithet,,,,Narration,Narrator,
4189,acamas,ἄριστος ἐνὶ Θρῄκεσσι,,Iliad,6,7,descriptor,,,,Narration,Narrator,
4190,acamas,υἱὸν Ἐϋσσώρου,,Iliad,6,8,epithet,lineage,eussorus,,Narration,Narrator,
4190,acamas,ἠΰν,,Iliad,6,8,descriptor,,,,Narration,Narrator,
4190,acamas,μέγαν,,Iliad,6,8,descriptor,,,,Narration,Narrator,
4193,spear-point,χαλκείη,,Iliad,6,11,epithet,,,,Narration,Narrator,
4195,Diomedes,βοὴν ἀγαθὸς,,Iliad,6,12,epithet,,,,Narration,Narrator,
4196,Axylus,Τευθρανίδην,,Iliad,6,13,epithet,patronym,Teuthranides,,Narration,Narrator,
4196,arisbe,ἐϋκτιμένῃ,,Iliad,6,13,epithet,,,,Narration,Narrator,
4197,Axylus,ἀφνειὸς βιότοιο,,Iliad,6,14,descriptor,,,,Narration,Narrator,
4197,Axylus,φίλος δʼ ἦν ἀνθρώποισι,,Iliad,6,14,descriptor,,,,Narration,Narrator,
4206,abarbarea,νηῒς,,Iliad,6,22,descriptor,,,,Narration,Narrator,
4206,bucolion,ἀμύμονι,,Iliad,6,22,epithet,,,,Narration,Narrator,
4207,bucolion,υἱὸς ,,Iliad,6,23,epithet,lineage,Laomedon,,Narration,Narrator,
4207,Laomedon,ἀγαυοῦ,,Iliad,6,23,epithet,,,,Narration,Narrator,
4212,euryalus,Μηκιστηϊάδης,,Iliad,6,28,epithet,patronym,Mecisteus,,Narration,Narrator,
4214,polypoetes,μενεπτόλεμος,,Iliad,6,29,epithet,,,,Narration,Narrator,
4215,pidytes,Περκώσιον,from Percote,Iliad,6,30,epithet-place,homeland,Percote,,Narration,Narrator,
4216,spear,χαλκείῳ,,Iliad,6,31,epithet,,,,Narration,Narrator,
4216,aretaon,δῖον,,Iliad,6,31,epithet,,,,Narration,Narrator,
4217,spear,φαεινῷ,,Iliad,6,32,epithet,,,,Narration,Narrator,
4218,Antilochus,Νεστορίδης,,Iliad,6,33,epithet,patronym,Nestor,,Narration,Narrator,
4218,Agamemnon,ἄναξ ἀνδρῶν,,Iliad,6,33,epithet,,,,Narration,Narrator,
4219,river satnioeis,ἐϋρρείταο,,Iliad,6,34,descriptor,,,,Narration,Narrator,
4220,Pedasus,αἰπεινήν,,Iliad,6,35,descriptor,,,,Narration,Narrator,
4220,Leitus,ἥρως,,Iliad,6,35,descriptor,,,,Narration,Narrator,
4224,Menelaus,βοὴν ἀγαθὸς,good at the war cry,Iliad,6,37,epithet,,,,Narration,Narrator,
4226,chariot,ἀγκύλον,,Iliad,6,39,epithet,,,,Narration,Narrator,
4231,Menelaus,Ἀτρεΐδης,,Iliad,6,44,epithet,patronym,Atreus,,Narration,Narrator,
4231,spear,δολιχόσκιον,,Iliad,6,44,epithet,,,,Narration,Narrator,
4234,Menelaus,Ἀτρέος υἱέ,,Iliad,6,46,epithet,lineage,Atreus,,Direct,Adrastus,
4242,ship,θοὰς,,Iliad,6,52,epithet,,,,Narration,Narrator,
4246,Menelaus,πέπον,,Iliad,6,55,descriptor,,,,Direct,Agamemnon,
4254,Agamemnon,ἥρως,,Iliad,6,61,descriptor,,,,Narration,Narrator,
4256,adrastus,ἥρωʼ,,Iliad,6,63,descriptor,,,,Narration,Narrator,
4256,Agamemnon,κρείων,,Iliad,6,63,epithet,,,,Narration,Narrator,
4257,Agamemnon,Ἀτρεΐδης,of Atreus,Iliad,6,64,epithet,patronym,Atreus,,Narration,Narrator,
4258,spear,μείλινον,,Iliad,6,65,epithet,,,,Narration,Narrator,
4262,Danaans,ἥρωες,,Iliad,6,67,descriptor,,,,Direct,Nestor,
4262,Danaans,θεράποντες Ἄρηος,,Iliad,6,67,descriptor,,,,Direct,Nestor,
4271,Achaean,ἀρηϊφίλων,,Iliad,6,73,epithet,,,,Narration,Narrator,
4274,Helenus,Πριαμίδης,,Iliad,6,76,epithet,patronym,Priam,,Narration,Narrator,
4274,Helenus,οἰωνοπόλων ὄχʼ ἄριστος,,Iliad,6,76,epithet,,,,Narration,Narrator,
4287,Athena,γλαυκώπιδος,,Iliad,6,88,epithet,,,,Direct,Helenus,
4288,temple,ἱεροῖο δόμοιο,,Iliad,6,89,descriptor,,,,Direct,Helenus,
4291,Athena,ἠϋκόμοιο,,Iliad,6,92,epithet,,,,Direct,Helenus,
4295,Diomedes,Τυδέος υἱὸν,,Iliad,6,96,epithet,lineage,Tydeus,,Direct,Helenus,
4295,Troy,ἱρῆς,,Iliad,6,96,descriptor,,,,Direct,Helenus,
4296,Diomedes,αἰχμητὴν κρατερὸν,,Iliad,6,97,descriptor,,,,Direct,Helenus,
4296,Diomedes,μήστωρα φόβοιο,,Iliad,6,97,descriptor,,,,Direct,Helenus,
4297,Diomedes,κάρτιστον Ἀχαιῶν,,Iliad,6,98,descriptor,,,,Direct,Helenus,
4298,Achilles,ὄρχαμον ἀνδρῶν,,Iliad,6,99,descriptor,,,,Direct,Helenus,8182012
4305,spear,ὀξέα,,Iliad,6,104,epithet,,,,Narration,Narrator,
4309,heaven,ἀστερόεντος,,Iliad,6,108,epithet,,,,Narration,Narrator,
4313,Trojan,ὑπέρθυμοι,,Iliad,6,111,epithet,,,,Direct,Hector,
4313,Trojan allies,τηλεκλειτοί,,Iliad,6,111,epithet,,,,Direct,Hector,
4321,Hector,κορυθαίολος,,Iliad,6,116,epithet,,,,Narration,Narrator,
4323,shields,ὀμφαλοέσσης,,Iliad,6,118,epithet,,,,Narration,Narrator,
4325,Glaucus,Ἱππολόχοιο πάϊς,,Iliad,6,119,epithet,lineage,Hippolochus,,Narration,Narrator,
4325,Diomedes,Τυδέος υἱὸς,,Iliad,6,119,epithet,lineage,Tydeus,,Narration,Narrator,
4328,Diomedes,βοὴν ἀγαθὸς,,Iliad,6,122,epithet,,,,Narration,Narrator,
4333,spear,δολιχόσκιον,,Iliad,6,126,epithet,,,,Direct,Diomedes,
4336,gods,ἐπουρανίοισι,,Iliad,6,129,epithet,,,,Direct,Diomedes,
4337,Lycurgus,Δρύαντος υἱὸς,,Iliad,6,130,epithet,lineage,Dryas,,Direct,Diomedes,
4337,Lycurgus,κρατερὸς,,Iliad,6,130,descriptor,,,,Direct,Diomedes,
4338,gods,ἐπουρανίοισιν,,Iliad,6,131,epithet,,,,Direct,Diomedes,
4339,Dionysus,μαινομένοιο,,Iliad,6,132,descriptor,,,,Direct,Diomedes,
4340,Mount Nysa,ἠγάθεον,,Iliad,6,133,epithet,,,,Direct,Diomedes,
4341,Lycurgus,ἀνδροφόνοιο,,Iliad,6,134,epithet,,,,Direct,Diomedes,
4344,Terror,κρατερὸς,,Iliad,6,137,descriptor,,,,Direct,Diomedes,
4346,Zeus,Κρόνου πάϊς,,Iliad,6,139,epithet,lineage,Kronos,,Direct,Diomedes,
4347,gods,ἀθανάτοισιν,,Iliad,6,140,descriptor,,,,Direct,Diomedes,
4348,gods,μακάρεσσι,,Iliad,6,141,epithet,,,,Direct,Diomedes,
4353,Glaucus,Ἱππολόχοιο προσηύδα ,,Iliad,6,144,epithet,lineage,Hippolochus,,Narration,Narrator,
4353,Glaucus,φαίδιμος,,Iliad,6,144,epithet,,,,Narration,Narrator,
4355,Diomedes,Τυδεΐδη,,Iliad,6,145,epithet,lineage,Tydeus,,Direct,Glaucus,
4355,Diomedes,μεγάθυμε,,Iliad,6,145,epithet,,,,Direct,Glaucus,
4362,Argos,ἱπποβότοιο,,Iliad,6,152,epithet,,,,Direct,Glaucus,
4363,sisyphus,ὃ κέρδιστος γένετʼ ἀνδρῶν,,Iliad,6,153,descriptor,,,,Direct,Glaucus,
4364,sisyphus,Αἰολίδης,,Iliad,6,154,epithet,patronym,Aiolides,,Direct,Glaucus,
4365,Bellerophon,ἀμύμονα,,Iliad,6,155,epithet,,,,Direct,Glaucus,
4367,manhood,ἐρατεινὴν,,Iliad,6,156,epithet,,,,Direct,Glaucus,
4371,Anteia,γυνὴ Προίτου,,Iliad,6,160,descriptor,,Proetus,,Direct,Glaucus,
4371,Anteia,δῖʼ,,Iliad,6,160,epithet,,,,Direct,Glaucus,
4373,Bellerophon,δαΐφρονα,,Iliad,6,162,epithet,,,,Direct,Glaucus,
4374,proetus,βασιλῆα,,Iliad,6,163,epithet,,,,Direct,Glaucus,
4379,proetus,ἄνακτα,,Iliad,6,166,epithet,,,,Direct,Glaucus,
4384,escort,ἀμύμονι,,Iliad,6,171,epithet,,,,Direct,Glaucus,
4386,Iobates,ἄναξ,,Iliad,6,173,epithet,,,,Direct,Glaucus,
4386,Lycia,εὐρείης,,Iliad,6,173,epithet,,,,Direct,Glaucus,
4388,Eos,ῥοδοδάκτυλος,,Iliad,6,175,epithet,,,,Direct,Glaucus,
4392,chimaera,ἀμαιμακέτην,,Iliad,6,179,descriptor,,,,Direct,Glaucus,
4393,chimaera,ἔην θεῖον γένος,,Iliad,6,180,descriptor,,,,Direct,Glaucus,
4397,Solymi,κυδαλίμοισι,,Iliad,6,184,epithet,,,,Direct,Glaucus,
4399,Amazons,ἀντιανείρας,,Iliad,6,186,epithet,,,,Direct,Glaucus,
4401,Lycia,εὐρείης,,Iliad,6,188,descriptor,,,,Direct,Glaucus,
4403,Bellerophon,ἀμύμων,,Iliad,6,190,epithet,,,,Direct,Glaucus,
4405,Bellerophon,θεοῦ γόνον,,Iliad,6,191,epithet,lineage,gods,,Direct,Glaucus,
4405,Bellerophon,ἠῢν,,Iliad,6,191,epithet,,,,Direct,Glaucus,
4409,orchard,καλὸν,,Iliad,6,195,epithet,,,,Direct,Glaucus,
4410,Bellerophon,δαΐφρονι,,Iliad,6,196,epithet,,,,Direct,Glaucus,
4412,Zeus,μητίετα,,Iliad,6,198,epithet,,,,Direct,Glaucus,
4413,Sarpedon,ἀντίθεον,,Iliad,6,199,epithet,,,,Direct,Glaucus,
4413,Sarpedon,χαλκοκορυστήν,,Iliad,6,199,epithet,,,,Direct,Glaucus,
4417,Ares,ἆτος πολέμοιο,,Iliad,6,203,epithet,,,,Direct,Glaucus,
4418,Solymi,κυδαλίμοισι,,Iliad,6,204,epithet,,,,Direct,Glaucus,
4419,Artemis,χρυσήνιος,,Iliad,6,205,epithet,,,,Direct,Glaucus,
4424,Lycia,εὐρείῃ,,Iliad,6,210,epithet,,,,Direct,Glaucus,
4428,Diomedes,βοὴν ἀγαθὸς,,Iliad,6,212,epithet,,,,Narration,Narrator,
4429,earth,πουλυβοτείρῃ,,Iliad,6,213,epithet,,,,Narration,Narrator,
4430,Glaucus,ποιμένα λαῶν,,Iliad,6,214,epithet,,,,Narration,Narrator,
4433,Oeneus,δῖος,,Iliad,6,216,descriptor,,,,Direct,Diomedes,
4433,Bellerophon,ἀμύμονα,,Iliad,6,216,epithet,,,,Direct,Diomedes,
4435,gifts,καλά,,Iliad,6,218,epithet,,,,Direct,Diomedes,
4436,belt,φαεινόν,,Iliad,6,219,epithet,,,,Direct,Diomedes,
4444,Trojan allies,κλειτοί,,Iliad,6,227,epithet,,,,Direct,Diomedes,
4454,Zeus,Κρονίδης,,Iliad,6,234,epithet,patronym,Kronos,,Narration,Narrator,
4455,Diomedes,Τυδεΐδην,,Iliad,6,235,epithet,lineage,Tydeus,,Narration,Narrator,
4464,palace,περικαλλέʼ,,Iliad,6,242,epithet,,,,Narration,Narrator,
4468,wives,μνηστῇς,,Iliad,6,246,epithet,,,,Narration,Narrator,
4472,wives,αἰδοίῃς,,Iliad,6,250,epithet,,,,Narration,Narrator,
4473,Hecuba,ἠπιόδωρος,,Iliad,6,251,descriptor,,,,Narration,Narrator,
4474,Laodice,θυγατρῶν εἶδος ἀρίστην,,Iliad,6,252,descriptor,,,,Narration,Narrator,
4477,battle,θρασὺν,,Iliad,6,254,epithet,,,,Direct,Hecuba,
4478,Achaean,δυσώνυμοι,,Iliad,6,255,descriptor,,,,Narration,Narrator,
4478,sons of Achaeans,υἷες Ἀχαιῶν,,Iliad,6,255,epithet,lineage,Achaeans,,Direct,Hecuba,
4480,wine,μελιηδέα,,Iliad,6,258,epithet,,,,Direct,Hecuba,
4481,Zeus,πατρὶ,,Iliad,6,259,epithet,,,,Direct,Hecuba,
4481,gods,ἀθανάτοισι,,Iliad,6,259,descriptor,,,,Direct,Hecuba,
4488,Hector,μέγας,,Iliad,6,263,epithet,,,,Narration,Narrator,
4488,Hector,κορυθαίολος,,Iliad,6,263,epithet,,,,Narration,Narrator,
4490,wine,μελίφρονα,,Iliad,6,264,epithet,,,,Direct,Hector,
4490,Hecuba,πότνια,,Iliad,6,264,descriptor,,,,Direct,Hector,
4492,wine,αἴθοπα,,Iliad,6,266,epithet,,,,Direct,Hector,
4493,Zeus,κελαινεφέϊ,,Iliad,6,267,epithet,,,,Direct,Hector,
4493,Zeus,Κρονίωνι,,Iliad,6,267,epithet,lineage,Kronos,,Direct,Hector,
4495,Athena,ἀγελείης,,Iliad,6,269,epithet,,,,Direct,Hector,
4499,Athena,ἠϋκόμοιο,,Iliad,6,273,epithet,,,,Direct,Hector,
4503,Diomedes,Τυδέος υἱὸν,,Iliad,6,277,epithet,lineage,Tydeus,,Direct,Hector,
4503,Troy,ἱρῆς,,Iliad,6,277,descriptor,,,,Direct,Hector,
4504,Diomedes,ἄγριον αἰχμητὴν,,Iliad,6,278,descriptor,,,,Direct,Hector,
4504,Diomedes,κρατερὸν,,Iliad,6,278,epithet,,,,Direct,Hector,
4504,Diomedes,μήστωρα φόβοιο,,Iliad,6,278,descriptor,,,,Direct,Hector,
4505,Athena,ἀγελείης,,Iliad,6,279,epithet,,,,Direct,Hector,
4508,Zeus,Ὀλύμπιος,,Iliad,6,282,epithet,,,,Direct,Hector,
4509,Priam,μεγαλήτορι,,Iliad,6,283,epithet,,,,Direct,Hector,
4518,Paris,θεοειδὴς,,Iliad,6,290,epithet,,,,Narration,Narrator,
4519,sea,εὐρέα,,Iliad,6,291,epithet,,,,Narration,Narrator,
4520,Helen,εὐπατέρειαν,,Iliad,6,292,epithet,,,,Narration,Narrator,
4523,offering,ἀστὴρ δʼ ὣς ἀπέλαμπεν,,Iliad,6,295,descriptor,,,,Narration,Narrator,
4528,Theano,καλλιπάρῃος,,Iliad,6,298,epithet,,,,Narration,Narrator,
4529,Theano,Κισσηῒς,,Iliad,6,299,epithet,patronym,Cisseus,,Narration,Narrator,
4529,Theano,ἄλοχος Ἀντήνορος,,Iliad,6,299,descriptor,,,,Narration,Narrator,
4529,Antenor,ἱπποδάμοιο,,Iliad,6,299,epithet,,,,Narration,Narrator,
4532,Theano,καλλιπάρῃος,,Iliad,6,302,epithet,,,,Narration,Narrator,
4533,Athena,ἠϋκόμοιο,,Iliad,6,303,epithet,,,,Narration,Narrator,
4534,Athena,Διὸς κούρῃ,,Iliad,6,304,epithet,lineage,Zeus,,Narration,Narrator,
4534,Zeus,μεγάλοιο,,Iliad,6,304,epithet,,,,Narration,Narrator,
4536,Athena,πότνιʼ,,Iliad,6,305,epithet,,,,Direct,Theano,
4536,Athena,δῖα,,Iliad,6,305,epithet,,,,Direct,Theano,
4536,Athena,θεάων,goddess,Iliad,6,305,descriptor,,,,Direct,Theano,
4544,Athena,Παλλὰς,,Iliad,6,311,epithet,,,,Narration,Narrator,
4545,Athena,Διὸς κούρῃ,,Iliad,6,312,epithet,lineage,Zeus,,Narration,Narrator,
4545,Zeus,μεγάλοιο,,Iliad,6,312,epithet,,,,Narration,Narrator,
4547,palace,καλά,,Iliad,6,314,epithet,,,,Narration,Narrator,
4548,Troy,ἐριβώλακι,,Iliad,6,315,epithet,,,,Narration,Narrator,
4551,Hector,Διῒ φίλος,,Iliad,6,318,epithet,,,,Narration,Narrator,
4553,spear-point,χαλκείη,,Iliad,6,320,epithet,,,,Narration,Narrator,
4554,armor,περικαλλέα,,Iliad,6,321,epithet,,,,Narration,Narrator,
4555,bow,ἀγκύλα,,Iliad,6,322,epithet,,,,Narration,Narrator,
4556,Helen,Ἀργείη,,Iliad,6,323,epithet,,,,Narration,Narrator,
4557,work,περικλυτὰ,,Iliad,6,324,epithet,,,,Narration,Narrator,
4560,Paris,δαιμόνιʼ,,Iliad,6,326,descriptor,,,,Direct,Hector,
4564,war,στυγεροῦ,,Iliad,6,330,epithet,,,,Direct,Hector,
4569,Paris,θεοειδής,,Iliad,6,332,epithet,,,,Narration,Narrator,
4575,Helen,ἄλοχος,,Iliad,6,337,descriptor,,,,Direct,Paris,
4582,Hector,κορυθαίολος,,Iliad,6,342,epithet,,,,Narration,Narrator,
4585,Helen,κυνὸς,,Iliad,6,344,epithet,,,,Direct,Helen,
4585,Helen,κακομηχάνου,,Iliad,6,344,epithet,,,,Direct,Helen,
4585,Helen,ὀκρυοέσσης,,Iliad,6,344,epithet,,,,Direct,Helen,
4588,sea,πολυφλοίσβοιο,,Iliad,6,347,epithet,,,,Direct,Helen,
4597,Helen,κυνὸς,,Iliad,6,356,epithet,,,,Direct,Helen,
4602,Hector,μέγας,,Iliad,6,359,epithet,,,,Narration,Narrator,
4602,Hector,κορυθαίολος,,Iliad,6,359,epithet,,,,Narration,Narrator,
4610,Andromache,ἄλοχόν τε φίλην,,Iliad,6,366,descriptor,,,,Direct,Hector,
4610,Astyanax,νήπιον υἱόν,,Iliad,6,366,descriptor,,,,Direct,Hector,
4616,Hector,κορυθαίολος,,Iliad,6,369,epithet,,,,Narration,Narrator,
4617,house,εὖ ναιετάοντας,,Iliad,6,370,descriptor,,,,Narration,Narrator,
4618,Andromache,λευκώλενον,,Iliad,6,371,epithet,,,,Narration,Narrator,
4619,women,ἐϋπέπλῳ,,Iliad,6,372,epithet,,,,Narration,Narrator,
4621,Andromache,ἀμύμονα,,Iliad,6,374,epithet,,,,Narration,Narrator,
4625,Andromache,λευκώλενος,,Iliad,6,377,epithet,,,,Direct,Hector,
4626,women,ἐϋπέπλων,,Iliad,6,378,epithet,,,,Direct,Hector,
4628,women,ἐϋπλόκαμοι,,Iliad,6,380,epithet,,,,Direct,Hector,
4628,Athena,δεινὴν,,Iliad,6,380,descriptor,,,,Direct,Hector,
4628,Athena,θεὸν,,Iliad,6,380,descriptor,,,,Direct,Hector,
4634,women,ἐϋπέπλων,,Iliad,6,383,epithet,,,,Direct,Trojan slave woman,
4636,women,ἐϋπλόκαμοι,,Iliad,6,385,epithet,,,,Direct,Trojan slave woman,
4636,Athena,δεινὴν,,Iliad,6,385,descriptor,,,,Direct,Trojan slave woman,
4636,Athena,θεὸν,,Iliad,6,385,descriptor,,,,Direct,Trojan slave woman,
4644,street,ἐϋκτιμένας,,Iliad,6,391,epithet,,,,Narration,Narrator,
4647,Andromache,πολύδωρος,,Iliad,6,394,descriptor,,,,Narration,Narrator,
4648,Andromache,θυγάτηρ ,,Iliad,6,395,epithet,lineage,Eetion,,Narration,Narrator,
4648,Eetion,μεγαλήτορος,,Iliad,6,395,epithet,,,,Narration,Narrator,
4649,placus,ὑληέσσῃ,,Iliad,6,396,descriptor,,,,Narration,Narrator,
4650,Eetion,Κιλίκεσσʼ ἄνδρεσσιν ἀνάσσων,,Iliad,6,397,descriptor,,,,Narration,Narrator,
4651,Hector,χαλκοκορυστῇ,,Iliad,6,398,epithet,,,,Narration,Narrator,
4654,scamandrius,Ἑκτορίδην,,Iliad,6,401,epithet,patronym,Hector,,Narration,Narrator,
4654,scamandrius,ἀλίγκιον ἀστέρι ,,Iliad,6,401,descriptor,,,,Narration,Narrator,
4654,star,καλῷ,,Iliad,6,401,epithet,,,,Narration,Narrator,
4667,mother,πότνια,,Iliad,6,413,descriptor,,,,Direct,Andromache,
4669,Achilles,δῖος,,Iliad,6,414,descriptor,,,,Direct,Andromache,8182012
4670,Thebes,εὖ ναιετάουσαν,,Iliad,6,415,descriptor,,,,Direct,Andromache,
4671,Thebes,ὑψίπυλον,,Iliad,6,416,epithet,,,,Narration,Narrator,
4675,nymphs,κοῦραι Διὸς,,Iliad,6,420,epithet,lineage,Zeus,,Direct,Andromache,
4675,Zeus,αἰγιόχοιο,,Iliad,6,420,epithet,,,,Direct,Andromache,
4678,Achilles,ποδάρκης,,Iliad,6,423,epithet,,,,Direct,Andromache,8182012
4678,Achilles,δῖος,,Iliad,6,423,descriptor,,,,Direct,Andromache,8182012
4679,cow,εἰλιπόδεσσι,,Iliad,6,424,epithet,,,,Narration,Narrator,
4680,Placus,ὑληέσσῃ,,Iliad,6,425,descriptor,,,,Direct,Andromache,
4683,Artemis,ἰοχέαιρα,,Iliad,6,428,epithet,,,,Direct,Andromache,
4684,mother,πότνια,,Iliad,6,429,descriptor,,,,Direct,Andromache,
4691,Idomeneus,ἀγακλυτὸν,,Iliad,6,436,epithet,,,,Direct,Andromache,
4692,"Agamemnon, Menelaus",Ἀτρεΐδας,of Atreus,Iliad,6,437,epithet,patronym,Atreus,,Direct,Andromache,
4692,Diomedes,Τυδέος ,,Iliad,6,437,epithet,lineage,Tydeus,,Direct,Andromache,
4692,Diomedes,ἄλκιμον,,Iliad,6,437,descriptor,,,,Direct,Andromache,
4697,Hector,μέγας,,Iliad,6,440,epithet,,,,Narration,Narrator,
4697,Hector,κορυθαίολος,,Iliad,6,440,epithet,,,,Narration,Narrator,
4700,Trojan women,ἑλκεσιπέπλους,,Iliad,6,442,epithet,,,,Direct,Hector,
4706,Troy,ἱρὴ,,Iliad,6,448,epithet,,,,Direct,Hector,
4707,Trojan,ἐϋμμελίω,,Iliad,6,449,descriptor,,,,Direct,Hector,
4709,Priam,ἄνακτος,,Iliad,6,451,epithet,,,,Direct,Hector,
4712,Achaean,χαλκοχιτώνων,,Iliad,6,454,epithet,,,,Direct,Hector,
4718,Hector,ἀριστεύεσκε μάχεσθαι,,Iliad,6,460,epithet,,,,Direct,Hector,
4719,Trojan,ἱπποδάμων,,Iliad,6,461,epithet,,,,Direct,Hector,
4727,Hector,φαίδιμος,,Iliad,6,466,epithet,,,,Narration,Narrator,
4728,women,ἐϋζώνοιο,,Iliad,6,467,epithet,,,,Narration,Narrator,
4732,Andromache,πότνια,,Iliad,6,471,descriptor,,,,Narration,Narrator,
4733,Hector,φαίδιμος,,Iliad,6,472,epithet,,,,Narration,Narrator,
4739,Hector,ἀριπρεπέα Τρώεσσιν,,Iliad,6,477,descriptor,,,,Direct,Hector,
4740,Hector,βίην τʼ ἀγαθόν,,Iliad,6,478,descriptor,,,,Direct,Hector,
4751,Andromache,δαιμονίη,,Iliad,6,486,descriptor,,,,Direct,Hector,
4761,Hector,φαίδιμος,,Iliad,6,494,epithet,,,,Narration,Narrator,
4764,palace,εὖ ναιετάοντας,,Iliad,6,497,descriptor,,,,Narration,Narrator,
4765,Hector,ἀνδροφόνοιο,,Iliad,6,498,epithet,,,,Narration,Narrator,
4773,armor,κλυτὰ,,Iliad,6,504,epithet,,,,Narration,Narrator,
4781,Paris,υἱὸς Πριάμοιο,,Iliad,6,512,epithet,lineage,Priam,,Narration,Narrator,
4781,pergamus,ἄκρης,,Iliad,6,512,descriptor,,,,Narration,Narrator,
4784,Hector,δῖον,,Iliad,6,515,epithet,,,,Narration,Narrator,
4786,Paris,θεοειδής,,Iliad,6,517,epithet,,,,Narration,Narrator,
4792,Hector,κορυθαίολος,,Iliad,6,520,epithet,,,,Narration,Narrator,
4794,Paris,δαιμόνιʼ,,Iliad,6,521,descriptor,,,,Direct,Hector,
4800,gods,ἐπουρανίοισι,,Iliad,6,527,epithet,,,,Direct,Hector,
4800,gods,αἰειγενέτῃσι,,Iliad,6,527,epithet,,,,Direct,Hector,
4802,Achaean,ἐϋκνήμιδας,well-greaved,Iliad,6,529,epithet,,,,Direct,Hector,
4808,Hector,φαίδιμος,,Iliad,7,1,epithet,,,,Narration,Narrator,
4811,god,θεὸς,,Iliad,7,4,descriptor,,,,Narration,Narrator,
4812,silver fir,ἐϋξέστῃς,,Iliad,7,5,epithet,,,,Narration,Narrator,
4816,menesthius,υἱὸν Ἀρηϊθόοιο,,Iliad,7,8,epithet,lineage,Areithous,,Narration,Narrator,
4816,areithous,ἄνακτος,,Iliad,7,8,epithet,,,,Narration,Narrator,
4817,areithous,κορυνήτης,,Iliad,7,9,descriptor,,,,Narration,Narrator,
4818,phylomedusa,βοῶπις,,Iliad,7,10,epithet,,,,Narration,Narrator,
4819,spear,ὀξυόεντι,,Iliad,7,11,epithet,,,,Narration,Narrator,
4821,Glaucus,Ἱππολόχοιο πάϊς,,Iliad,7,13,epithet,lineage,Hippolochus,,Narration,Narrator,
4821,Glaucus,Λυκίων ἀγὸς ἀνδρῶν,,Iliad,7,13,descriptor,,,,Narration,Narrator,
4822,war,κρατερὴν,,Iliad,7,14,epithet,,,,Narration,Narrator,
4823,iphinous,Δεξιάδην,,Iliad,7,15,epithet,patronym,Dexius,,Narration,Narrator,
4823,horse,ὠκειάων,,Iliad,7,15,epithet,,,,Narration,Narrator,
4826,Athena,θεὰ,goddess,Iliad,7,17,descriptor,,,,Narration,Narrator,
4826,Athena,γλαυκῶπις,,Iliad,7,17,epithet,,,,Narration,Narrator,
4829,Troy,ἱερήν,,Iliad,7,20,epithet,,,,Narration,Narrator,
4832,Apollo,ἄναξ,,Iliad,7,23,epithet,,,,Narration,Narrator,
4832,Apollo,Διὸς υἱὸς,,Iliad,7,23,epithet,lineage,Zeus,,Narration,Narrator,
4834,Athena,Διὸς θύγατερ,,Iliad,7,24,epithet,lineage,Zeus,,Direct,Apollo,
4834,Zeus,μεγάλοιο,,Iliad,7,24,epithet,,,,Direct,Apollo,
4845,Athena,θεὰ,goddess,Iliad,7,33,descriptor,,,,Narration,Narrator,
4845,Athena,γλαυκῶπις,,Iliad,7,33,epithet,,,,Narration,Narrator,
4847,Apollo,ἑκάεργε,,Iliad,7,34,epithet,,,,Direct,Athena,
4852,Apollo,ἄναξ,,Iliad,7,37,epithet,,,,Narration,Narrator,
4852,Apollo,Διὸς υἱὸς,,Iliad,7,37,epithet,lineage,Zeus,,Narration,Narrator,
4854,Hector,ἱπποδάμοιο,,Iliad,7,38,epithet,,,,Direct,Apollo,
4857,Achaean,χαλκοκνήμιδες,,Iliad,7,41,epithet,,,,Direct,Apollo,
4858,Hector,δίῳ,,Iliad,7,42,epithet,,,,Direct,Apollo,
4862,Athena,θεὰ,goddess,Iliad,7,43,descriptor,,,,Narration,Narrator,
4862,Athena,γλαυκῶπις,,Iliad,7,43,epithet,,,,Narration,Narrator,
4863,Helenus,Πριάμοιο φίλος παῖς,,Iliad,7,44,epithet,lineage,Priam,,Narration,Narrator,
4867,Hector,υἱὲ Πριάμοιο,,Iliad,7,47,epithet,lineage,Priam,,Direct,Helenus,
4867,Hector,Διὶ μῆτιν ἀτάλαντε,,Iliad,7,47,epithet,,,,Direct,Helenus,
4873,gods,αἰειγενετάων,,Iliad,7,53,epithet,,,,Direct,Helenus,
